-1.000000,-0.003289,-0.038386,-0.001810,-0.038357
-1.000000,-0.003289,-0.038386,-0.001810,-0.038357
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
0,-1.854306,-2.111936,-2.135269,-2.079501, 
0,-1.870502,-2.134141,-2.148970,-2.089669, 
0,-1.847599,-2.121533,-2.151519,-2.092204, 
0,-1.841529,-2.122634,-2.151429,-2.088414, 
0,-1.867698,-2.157806,-2.154384,-2.077937, 
0,-1.858505,-2.152590,-2.152700,-2.064782, 
0,-1.830211,-2.129283,-2.149651,-2.055246, 
0,-1.887214,-2.167758,-2.152930,-2.057498, 
0,-1.912111,-2.171604,-2.153986,-2.062602, 
0,-1.894035,-2.168003,-2.153107,-2.066655, 
0,-1.895147,-2.166597,-2.151112,-2.059885, 
0,-1.898851,-2.167407,-2.150952,-2.049977, 
0,-1.906784,-2.155002,-2.148762,-2.047548, 
0,-1.912296,-2.154098,-2.148214,-2.047126, 
0,-1.921434,-2.158369,-2.148506,-2.044023, 
0,-1.924319,-2.152399,-2.147522,-2.040868, 
0,-1.913023,-2.151621,-2.146020,-2.044486, 
0,-1.911295,-2.153596,-2.145207,-2.044837, 
0,-1.915752,-2.154303,-2.145633,-2.043167, 
0,-1.919148,-2.153397,-2.145869,-2.035169, 
0,-1.925050,-2.157527,-2.146506,-2.033530, 
0,-1.923343,-2.151974,-2.146819,-2.032786, 
0,-1.919921,-2.148797,-2.146599,-2.030401, 
0,-1.906906,-2.145002,-2.144319,-2.028920, 
0,-1.906785,-2.140760,-2.142653,-2.026587, 
0,-1.910158,-2.139475,-2.143242,-2.026329, 
0,-1.908116,-2.143735,-2.143282,-2.025453, 
0,-1.917279,-2.143937,-2.143963,-2.023406, 
0,-1.924566,-2.147313,-2.144407,-2.024727, 
0,-1.917862,-2.143910,-2.142136,-2.023153, 
0,-1.910157,-2.140018,-2.141332,-2.020605, 
0,-1.909823,-2.139167,-2.140901,-2.020517, 
0,-1.904278,-2.135349,-2.140482,-2.017064, 
0,-1.908353,-2.140179,-2.142795,-2.019848, 
0,-1.901618,-2.138794,-2.140705,-2.013123, 
0,-1.899353,-2.134434,-2.142031,-2.010277, 
0,-1.902684,-2.132497,-2.140437,-2.008438, 
0,-1.901908,-2.130640,-2.138322,-2.009422, 
0,-1.893577,-2.129042,-2.136591,-2.009237, 
0,-1.897022,-2.128371,-2.135903,-2.012157, 
0,-1.897653,-2.124474,-2.133508,-2.010132, 
0,-1.899648,-2.124268,-2.132830,-2.005274, 
0,-1.896988,-2.122454,-2.133538,-2.003216, 
0,-1.893444,-2.121049,-2.134037,-1.997935, 
0,-1.890236,-2.121815,-2.133540,-1.997510, 
0,-1.893658,-2.122018,-2.133677,-1.997944, 
0,-1.893310,-2.122800,-2.133513,-2.002554, 
0,-1.890911,-2.120468,-2.131092,-2.001805, 
0,-1.892426,-2.116143,-2.128241,-1.996829, 
0,-1.892053,-2.115768,-2.128598,-1.993810, 
0,-1.889524,-2.116281,-2.129670,-1.995240, 
0,-1.894804,-2.117358,-2.130329,-1.995112, 
0,-1.895053,-2.117020,-2.130155,-1.998075, 
0,-1.892402,-2.115293,-2.129403,-1.989508, 
0,-1.900177,-2.115225,-2.129301,-1.985841, 
0,-1.903608,-2.117594,-2.130379,-1.989510, 
0,-1.897493,-2.115350,-2.130807,-1.984002, 
0,-1.895901,-2.113119,-2.130587,-1.985388, 
0,-1.901455,-2.111556,-2.128350,-1.987757, 
0,-1.905412,-2.113059,-2.128942,-1.983466, 
0,-1.900823,-2.115368,-2.130455,-1.977226, 
0,-1.891544,-2.110565,-2.128437,-1.979210, 
0,-1.889531,-2.110609,-2.128264,-1.981122, 
0,-1.887971,-2.109562,-2.127274,-1.982589, 
0,-1.890072,-2.109194,-2.127355,-1.978209, 
0,-1.889475,-2.110704,-2.126354,-1.979393, 
0,-1.894058,-2.114576,-2.127183,-1.980827, 
0,-1.901013,-2.114354,-2.129193,-1.983490, 
0,-1.895221,-2.111855,-2.128668,-1.984831, 
0,-1.894415,-2.108455,-2.125508,-1.980701, 
0,-1.893016,-2.106702,-2.123053,-1.979126, 
0,-1.889574,-2.107595,-2.122147,-1.979910, 
0,-1.888595,-2.109586,-2.122973,-1.974357, 
0,-1.885092,-2.109170,-2.125238,-1.971926, 
0,-1.889031,-2.106475,-2.123964,-1.970727, 
0,-1.892598,-2.105965,-2.125063,-1.965960, 
0,-1.894278,-2.106727,-2.125868,-1.972297, 
0,-1.889142,-2.105714,-2.125412,-1.974523, 
0,-1.889308,-2.104552,-2.124603,-1.973835, 
0,-1.886441,-2.105022,-2.124682,-1.972797, 
0,-1.889031,-2.106753,-2.126236,-1.968381, 
0,-1.886733,-2.106346,-2.125554,-1.970397, 
0,-1.890225,-2.105978,-2.125892,-1.969096, 
0,-1.894103,-2.106239,-2.126480,-1.963299, 
0,-1.887446,-2.105223,-2.126370,-1.972136, 
0,-1.881311,-2.108125,-2.126580,-1.973985, 
0,-1.882100,-2.108653,-2.126990,-1.972665, 
0,-1.889512,-2.107876,-2.126492,-1.970080, 
0,-1.891133,-2.107606,-2.127351,-1.965961, 
0,-1.886928,-2.106523,-2.128446,-1.962060, 
0,-1.891147,-2.107187,-2.128489,-1.963338, 
0,-1.894901,-2.105656,-2.128184,-1.966984, 
0,-1.897764,-2.104008,-2.127370,-1.963203, 
0,-1.903049,-2.108092,-2.127528,-1.964391, 
0,-1.904102,-2.106998,-2.127852,-1.961785, 
0,-1.906467,-2.105618,-2.127923,-1.960066, 
0,-1.903637,-2.104988,-2.127729,-1.962473, 
0,-1.902715,-2.107959,-2.129311,-1.955979, 
0,-1.906077,-2.108936,-2.130690,-1.954990, 
0,-1.902465,-2.107805,-2.129850,-1.955488, 
0,-1.897660,-2.106001,-2.129494,-1.953522, 
0,-1.890618,-2.101341,-2.127828,-1.952019, 
0,-1.888962,-2.101116,-2.128083,-1.949031, 
0,-1.890786,-2.102354,-2.129203,-1.951606, 
0,-1.886459,-2.103329,-2.128964,-1.950265, 
0,-1.882825,-2.101390,-2.129746,-1.944760, 
0,-1.883075,-2.101035,-2.130665,-1.949273, 
0,-1.879521,-2.101175,-2.130527,-1.950874, 
0,-1.879607,-2.101477,-2.129818,-1.949227, 
0,-1.881521,-2.097978,-2.128602,-1.951669, 
0,-1.880477,-2.097225,-2.128466,-1.950517, 
0,-1.881971,-2.099960,-2.129184,-1.952526, 
0,-1.885619,-2.100125,-2.128472,-1.955017, 
0,-1.883065,-2.096294,-2.127502,-1.954785, 
0,-1.878974,-2.094615,-2.126891,-1.951989, 
0,-1.879065,-2.096108,-2.126551,-1.953314, 
0,-1.879551,-2.094931,-2.126882,-1.945025, 
0,-1.883844,-2.094993,-2.127816,-1.939215, 
0,-1.881450,-2.094531,-2.127699,-1.943079, 
0,-1.871113,-2.091830,-2.128109,-1.941272, 
0,-1.871794,-2.094817,-2.127439,-1.940738, 
0,-1.878495,-2.094036,-2.128629,-1.944793, 
0,-1.879397,-2.092460,-2.127420,-1.944971, 
0,-1.883282,-2.098016,-2.128567,-1.945674, 
0,-1.888008,-2.099138,-2.130566,-1.946801, 
0,-1.887618,-2.097143,-2.131577,-1.945624, 
0,-1.887490,-2.093714,-2.131384,-1.937545, 
0,-1.891941,-2.095730,-2.130562,-1.943195, 
0,-1.885816,-2.096525,-2.130252,-1.944032, 
0,-1.882203,-2.098539,-2.129720,-1.938803, 
0,-1.877468,-2.095974,-2.130376,-1.938697, 
0,-1.870322,-2.092471,-2.131206,-1.938454, 
0,-1.870169,-2.098712,-2.132508,-1.933629, 
0,-1.882709,-2.099817,-2.133006,-1.933825, 
0,-1.888301,-2.095979,-2.132973,-1.940883, 
0,-1.884275,-2.096891,-2.130284,-1.942893, 
0,-1.881633,-2.099626,-2.130021,-1.943506, 
0,-1.878255,-2.097538,-2.131382,-1.943154, 
0,-1.877984,-2.094460,-2.131970,-1.934817, 
0,-1.876790,-2.094737,-2.132948,-1.927012, 
0,-1.882613,-2.095619,-2.131776,-1.931898, 
0,-1.891042,-2.097675,-2.131756,-1.938663, 
0,-1.888264,-2.095211,-2.131712,-1.941697, 
0,-1.890867,-2.097665,-2.131045,-1.939672, 
0,-1.892438,-2.095359,-2.131328,-1.936445, 
0,-1.886977,-2.093873,-2.131853,-1.935172, 
0,-1.880268,-2.092605,-2.131056,-1.935912, 
0,-1.881699,-2.096316,-2.131576,-1.934798, 
0,-1.886929,-2.098272,-2.133509,-1.938162, 
0,-1.879928,-2.096468,-2.131605,-1.939497, 
0,-1.880482,-2.093182,-2.128320,-1.934754, 
0,-1.879487,-2.094256,-2.128876,-1.932402, 
0,-1.881205,-2.096456,-2.130388,-1.933636, 
0,-1.875039,-2.093665,-2.130042,-1.935066, 
0,-1.876703,-2.095088,-2.128945,-1.930877, 
0,-1.875854,-2.090955,-2.127925,-1.930203, 
0,-1.878796,-2.090313,-2.127129,-1.928231, 
0,-1.883855,-2.090678,-2.127640,-1.927053, 
0,-1.886458,-2.094106,-2.126724,-1.931683, 
0,-1.887602,-2.093942,-2.126571,-1.933420, 
0,-1.891031,-2.092464,-2.126361,-1.931161, 
0,-1.896767,-2.091007,-2.125414,-1.927865, 
0,-1.896834,-2.093160,-2.126584,-1.926230, 
0,-1.887886,-2.092818,-2.128083,-1.928829, 
0,-1.885022,-2.091563,-2.128530,-1.924288, 
0,-1.882465,-2.094291,-2.129417,-1.928606, 
0,-1.881917,-2.094406,-2.128081,-1.926413, 
0,-1.880811,-2.093706,-2.128525,-1.924637, 
0,-1.889818,-2.103179,-2.134176,-1.934483, 
0,-1.885578,-2.098687,-2.131956,-1.929084, 
0,-1.883910,-2.095630,-2.130157,-1.927909, 
0,-1.893802,-2.094207,-2.129204,-1.927275, 
0,-1.898891,-2.094463,-2.128680,-1.924788, 
0,-1.900222,-2.097209,-2.129978,-1.925408, 
0,-1.902675,-2.098053,-2.130246,-1.927171, 
0,-1.900263,-2.095852,-2.129136,-1.924770, 
0,-1.893001,-2.096361,-2.128452,-1.926945, 
0,-1.892613,-2.094760,-2.128217,-1.925991, 
0,-1.891541,-2.093499,-2.127638,-1.917207, 
0,-1.888203,-2.091905,-2.127671,-1.919698, 
0,-1.887703,-2.093266,-2.128416,-1.915775, 
0,-1.885587,-2.090916,-2.128950,-1.914801, 
0,-1.880418,-2.088846,-2.127410,-1.915161, 
0,-1.879596,-2.088980,-2.125421,-1.918286, 
0,-1.876206,-2.088388,-2.124409,-1.919465, 
0,-1.879546,-2.086871,-2.124644,-1.916925, 
0,-1.885163,-2.086033,-2.124111,-1.923018, 
0,-1.881874,-2.086083,-2.123078,-1.920239, 
0,-1.880885,-2.087941,-2.123525,-1.918095, 
0,-1.883064,-2.088261,-2.123312,-1.916384, 
0,-1.884548,-2.086261,-2.122009,-1.918653, 
0,-1.884680,-2.086409,-2.122054,-1.920983, 
0,-1.881872,-2.083731,-2.121856,-1.916988, 
0,-1.880298,-2.084367,-2.120946,-1.922807, 
0,-1.880338,-2.084249,-2.117820,-1.920398, 
0,-1.884502,-2.084495,-2.118990,-1.920670, 
0,-1.886545,-2.084383,-2.118840,-1.924388, 
0,-1.880951,-2.082996,-2.117519,-1.922789, 
0,-1.882586,-2.086270,-2.117542,-1.914453, 
0,-1.882863,-2.085962,-2.117897,-1.913704, 
0,-1.885452,-2.086953,-2.117658,-1.919375, 
0,-1.880082,-2.083369,-2.115177,-1.917591, 
0,-1.881965,-2.084159,-2.114770,-1.919531, 
0,-1.876542,-2.082464,-2.113510,-1.918806, 
0,-1.867307,-2.079675,-2.111327,-1.918722, 
0,-1.873006,-2.083677,-2.110021,-1.917040, 
0,-1.880106,-2.083973,-2.110211,-1.915451, 
0,-1.884801,-2.083146,-2.111740,-1.915747, 
0,-1.880857,-2.081673,-2.111931,-1.914287, 
0,-1.882305,-2.083920,-2.111648,-1.915624, 
0,-1.884118,-2.084097,-2.111254,-1.916632, 
0,-1.882432,-2.081594,-2.111632,-1.912905, 
2,-1.884787,-2.091338,-2.118522,-1.925341,"Interferent"
0,-1.869539,-2.081742,-2.111376,-1.915351, 
0,-1.874050,-2.090135,-2.113453,-1.921297, 
0,-1.929194,-2.182196,-2.156375,-2.019360, 
0,-1.843768,-2.000827,-2.082380,-1.844194, 
0,-1.865940,-2.079159,-2.119324,-1.905578, 
0,-1.907161,-2.140396,-2.135576,-1.964705, 
0,-1.837416,-2.002930,-2.055229,-1.838523, 
0,-1.871480,-2.288290,-2.110349,-1.919766, 
0,-1.901509,-3.630138,-2.250418,-1.993068, 
0,-1.922055,-4.049862,-2.340348,-2.182661, 
0,-1.938284,-4.511860,-2.404050,-2.125299, 
0,-1.941972,-4.671556,-2.425344,-2.081798, 
0,-1.955604,-4.567167,-2.410807,-2.068309, 
0,-1.958301,-4.490038,-2.389978,-2.078092, 
0,-1.958079,-4.503524,-2.370976,-2.116407, 
0,-1.972839,-4.715375,-2.387206,-2.184066, 
0,-1.983492,-4.547608,-2.368615,-2.207412, 
0,-1.979297,-4.436548,-2.344614,-2.204283, 
0,-1.977489,-4.462419,-2.337957,-2.220611, 
0,-1.979335,-4.492343,-2.331914,-2.229922, 
0,-1.977270,-4.425633,-2.326972,-2.239008, 
0,-1.970792,-4.272215,-2.303761,-2.249276, 
0,-1.972514,-4.221114,-2.289826,-2.250270, 
0,-1.969828,-4.224968,-2.284169,-2.262740, 
0,-1.966198,-4.019833,-2.265256,-2.268009, 
0,-1.961724,-3.989121,-2.249150,-2.264723, 
0,-1.962575,-4.080401,-2.257983,-2.277056, 
0,-1.962033,-4.032722,-2.256603,-2.273540, 
0,-1.955463,-3.906943,-2.239225,-2.275885, 
0,-1.948981,-3.874463,-2.232272,-2.278402, 
0,-1.950665,-3.723714,-2.217442,-2.274036, 
0,-1.949742,-3.681870,-2.207699,-2.271377, 
0,-1.948101,-3.558171,-2.195361,-2.275045, 
0,-1.946977,-3.513709,-2.188854,-2.276304, 
0,-1.947293,-3.374531,-2.175510,-2.282665, 
0,-1.956437,-3.269529,-2.167219,-2.287164, 
0,-1.944955,-3.218641,-2.154911,-2.280419, 
0,-1.940820,-3.254634,-2.162471,-2.288108, 
0,-1.938920,-3.183593,-2.159335,-2.279378, 
0,-1.931923,-3.143480,-2.153276,-2.280272, 
0,-1.928796,-3.077205,-2.148337,-2.284743, 
0,-1.929026,-3.067132,-2.147407,-2.284616, 
0,-1.925864,-3.031647,-2.146659,-2.286662, 
0,-1.925098,-3.060057,-2.149159,-2.290162, 
0,-1.933006,-3.056596,-2.150495,-2.285508, 
0,-1.938395,-2.994579,-2.146728,-2.294620, 
0,-1.932660,-2.926167,-2.142596,-2.291597, 
0,-1.929405,-2.883452,-2.137434,-2.287429, 
0,-1.917475,-2.849245,-2.134671,-2.292326, 
0,-1.918793,-2.849207,-2.135569,-2.292476, 
0,-1.921015,-2.855695,-2.138293,-2.286343, 
0,-1.920495,-2.855425,-2.141264,-2.289538, 
0,-1.919978,-2.778830,-2.135749,-2.291361, 
0,-1.915013,-2.728978,-2.128604,-2.290746, 
0,-1.911836,-2.719074,-2.126978,-2.290228, 
0,-1.914640,-2.706961,-2.127159,-2.295625, 
0,-1.916144,-2.702868,-2.128838,-2.289959, 
0,-1.919857,-2.693423,-2.129877,-2.295206, 
0,-1.923733,-2.703672,-2.131818,-2.296113, 
0,-1.925025,-2.689568,-2.133367,-2.302344, 
0,-1.920419,-2.671370,-2.133646,-2.295622, 
0,-1.913908,-2.663167,-2.130968,-2.293839, 
0,-1.915296,-2.640546,-2.131512,-2.292117, 
0,-1.907085,-2.623221,-2.131211,-2.290595, 
0,-1.901693,-2.612216,-2.129995,-2.297054, 
0,-1.903843,-2.610352,-2.129758,-2.292395, 
0,-1.905039,-2.601485,-2.130924,-2.294696, 
0,-1.903262,-2.618667,-2.132751,-2.296055, 
0,-1.903193,-2.611172,-2.134383,-2.298048, 
0,-1.904397,-2.627868,-2.137804,-2.296133, 
0,-1.899418,-2.636191,-2.139082,-2.291891, 
0,-1.896033,-2.607098,-2.135329,-2.293686, 
0,-1.901041,-2.595209,-2.135124,-2.292995, 
0,-1.900965,-2.581999,-2.133982,-2.297852, 
0,-1.909941,-2.576890,-2.135431,-2.294600, 
0,-1.908298,-2.564311,-2.133687,-2.292013, 
0,-1.908165,-2.560654,-2.133001,-2.295794, 
0,-1.908907,-2.556885,-2.133173,-2.295740, 
0,-1.901615,-2.541672,-2.134444,-2.293350, 
0,-1.899618,-2.541559,-2.134165,-2.298460, 
0,-1.903133,-2.541817,-2.135484,-2.297647, 
0,-1.905912,-2.523300,-2.134944,-2.293658, 
0,-1.903471,-2.525996,-2.134172,-2.294837, 
0,-1.901935,-2.518758,-2.135325,-2.295178, 
0,-1.895893,-2.523567,-2.134538,-2.295805, 
0,-1.897908,-2.522280,-2.134867,-2.294460, 
0,-1.901540,-2.514098,-2.133591,-2.291355, 
0,-1.897276,-2.504926,-2.132856,-2.298539, 
0,-1.901182,-2.510444,-2.134794,-2.291083, 
0,-1.902452,-2.499679,-2.134138,-2.291728, 
0,-1.896132,-2.499251,-2.134967,-2.293833, 
0,-1.896305,-2.505079,-2.136118,-2.296899, 
0,-1.891511,-2.496386,-2.136241,-2.296791, 
0,-1.890675,-2.490205,-2.135009,-2.297280, 
0,-1.893680,-2.491346,-2.135113,-2.295496, 
0,-1.896420,-2.485347,-2.135364,-2.291431, 
0,-1.897468,-2.490475,-2.134767,-2.294355, 
0,-1.899188,-2.487777,-2.135562,-2.294622, 
0,-1.901513,-2.485197,-2.135746,-2.291062, 
0,-1.898109,-2.482475,-2.134981,-2.291818, 
0,-1.897152,-2.477078,-2.134887,-2.289871, 
0,-1.888333,-2.474576,-2.134574,-2.285553, 
0,-1.887867,-2.470558,-2.132992,-2.292685, 
0,-1.897531,-2.477208,-2.135404,-2.292322, 
0,-1.900510,-2.465569,-2.133779,-2.290008, 
0,-1.892997,-2.470254,-2.134398,-2.295436, 
0,-1.893085,-2.466088,-2.134950,-2.291114, 
0,-1.901940,-2.471902,-2.135543,-2.293257, 
0,-1.902555,-2.471021,-2.135332,-2.291258, 
0,-1.897423,-2.462347,-2.135330,-2.289925, 
0,-1.899435,-2.461114,-2.134777,-2.293259, 
0,-1.900003,-2.460308,-2.133243,-2.295845, 
0,-1.903183,-2.464802,-2.133734,-2.293616, 
0,-1.902140,-2.465903,-2.135290,-2.293435, 
0,-1.900975,-2.460863,-2.133900,-2.288665, 
0,-1.899520,-2.455396,-2.133496,-2.291047, 
0,-1.901125,-2.450121,-2.134964,-2.291909, 
0,-1.906097,-2.453703,-2.135268,-2.290998, 
0,-1.914449,-2.459535,-2.136954,-2.293846, 
0,-1.911787,-2.452333,-2.134961,-2.291474, 
0,-1.908956,-2.452568,-2.134329,-2.288538, 
0,-1.906284,-2.444209,-2.133745,-2.283514, 
0,-1.900021,-2.451082,-2.135241,-2.287500, 
0,-1.901317,-2.449820,-2.132978,-2.293626, 
0,-1.898163,-2.443596,-2.133065,-2.291507, 
0,-1.892529,-2.443528,-2.134403,-2.291137, 
0,-1.895016,-2.452683,-2.135676,-2.289796, 
0,-1.896596,-2.447433,-2.136361,-2.290068, 
0,-1.896191,-2.444752,-2.136864,-2.287062, 
0,-1.890638,-2.458432,-2.137194,-2.285294, 
0,-1.885985,-2.458450,-2.137478,-2.283563, 
0,-1.888416,-2.446406,-2.135666,-2.279218, 
0,-1.896006,-2.445374,-2.134873,-2.282619, 
0,-1.898860,-2.436065,-2.133363,-2.284540, 
0,-1.899983,-2.453212,-2.134354,-2.287707, 
0,-1.905056,-2.452584,-2.134752,-2.292233, 
0,-1.904569,-2.445082,-2.135158,-2.285769, 
0,-1.909265,-2.446421,-2.134331,-2.281315, 
0,-1.904200,-2.443165,-2.133558,-2.288484, 
0,-1.904253,-2.454757,-2.133975,-2.288456, 
0,-1.901066,-2.451895,-2.134752,-2.287308, 
0,-1.897932,-2.440696,-2.134165,-2.283946, 
0,-1.906085,-2.439770,-2.131878,-2.287497, 
0,-1.916807,-2.445832,-2.134056,-2.281486, 
0,-1.922821,-2.437132,-2.135964,-2.288632, 
0,-1.916509,-2.442353,-2.135857,-2.284768, 
0,-1.912321,-2.450913,-2.136820,-2.285556, 
0,-1.911379,-2.446325,-2.135816,-2.285819, 
0,-1.907040,-2.445899,-2.134720,-2.281999, 
0,-1.907970,-2.447358,-2.135830,-2.289825, 
0,-1.916407,-2.442297,-2.135041,-2.282831, 
0,-1.907622,-2.441800,-2.132500,-2.278165, 
0,-1.900560,-2.441649,-2.134307,-2.286802, 
0,-1.903740,-2.442742,-2.132558,-2.281794, 
0,-1.907714,-2.448655,-2.136132,-2.284552, 
0,-1.904523,-2.466776,-2.138810,-2.286918, 
0,-1.906103,-2.472605,-2.139197,-2.282055, 
0,-1.909153,-2.454438,-2.137665,-2.281761, 
0,-1.915197,-2.457791,-2.137386,-2.288097, 
0,-1.906061,-2.458362,-2.137324,-2.283827, 
0,-1.902058,-2.455574,-2.136912,-2.286760, 
0,-1.905113,-2.449308,-2.133940,-2.282519, 
0,-1.909251,-2.465438,-2.136938,-2.279505, 
0,-1.913251,-2.445046,-2.136493,-2.279253, 
0,-1.912319,-2.458172,-2.134735,-2.285453, 
0,-1.913419,-2.462006,-2.137833,-2.281501, 
0,-1.909722,-2.458760,-2.136286,-2.279185, 
0,-1.906491,-2.455935,-2.138166,-2.278453, 
0,-1.910894,-2.454453,-2.138006,-2.283855, 
0,-1.914033,-2.463387,-2.139104,-2.278015, 
0,-1.907099,-2.453417,-2.136937,-2.280587, 
0,-1.909004,-2.457084,-2.136289,-2.285793, 
0,-1.912348,-2.459505,-2.136046,-2.283715, 
0,-1.912696,-2.458492,-2.136518,-2.283243, 
0,-1.912782,-2.461708,-2.137181,-2.278487, 
0,-1.914142,-2.447720,-2.136236,-2.278173, 
0,-1.911649,-2.453686,-2.136554,-2.281242, 
0,-1.910857,-2.456570,-2.137797,-2.283496, 
0,-1.912834,-2.461100,-2.139373,-2.278442, 
0,-1.916105,-2.454583,-2.139466,-2.279611, 
0,-1.908684,-2.460326,-2.138290,-2.279487, 
0,-1.908789,-2.458397,-2.137166,-2.282021, 
0,-1.916542,-2.452549,-2.138703,-2.277436, 
0,-1.917738,-2.458339,-2.138177,-2.279322, 
0,-1.914567,-2.454026,-2.137454,-2.281192, 
0,-1.910074,-2.450064,-2.138524,-2.278169, 
0,-1.910315,-2.451953,-2.139200,-2.274325, 
0,-1.906505,-2.459188,-2.139947,-2.279757, 
0,-1.911088,-2.464976,-2.140043,-2.277493, 
0,-1.920155,-2.460673,-2.139806,-2.276874, 
0,-1.925972,-2.461315,-2.139537,-2.277024, 
0,-1.915095,-2.462854,-2.140204,-2.278051, 
0,-1.912504,-2.465156,-2.141028,-2.284340, 
0,-1.914731,-2.460514,-2.143986,-2.281554, 
0,-1.919505,-2.458909,-2.143905,-2.278256, 
0,-1.916951,-2.461083,-2.144404,-2.278423, 
0,-1.916863,-2.459990,-2.144542,-2.283057, 
0,-1.917987,-2.465973,-2.147013,-2.275540, 
0,-1.921304,-2.460848,-2.146095,-2.270232, 
0,-1.916145,-2.461559,-2.147146,-2.276366, 
0,-1.913626,-2.461376,-2.147786,-2.272645, 
0,-1.907185,-2.466552,-2.147496,-2.278917, 
0,-1.905503,-2.460336,-2.149160,-2.279772, 
0,-1.907084,-2.463938,-2.150941,-2.281995, 
0,-1.912427,-2.459566,-2.151158,-2.277736, 
0,-1.913139,-2.454611,-2.150673,-2.268164, 
0,-1.910150,-2.462169,-2.151401,-2.275914, 
0,-1.904357,-2.459078,-2.150034,-2.279485, 
0,-1.903679,-2.456166,-2.150573,-2.275606, 
0,-1.908386,-2.458847,-2.150941,-2.279250, 
0,-1.917443,-2.460754,-2.150685,-2.275874, 
0,-1.914107,-2.453218,-2.150829,-2.269412, 
0,-1.905453,-2.455764,-2.150075,-2.267904, 
0,-1.907858,-2.464432,-2.150669,-2.275680, 
0,-1.910510,-2.472382,-2.151034,-2.275155, 
0,-1.920231,-2.454815,-2.149685,-2.274449, 
0,-1.921627,-2.451434,-2.148867,-2.278512, 
0,-1.924467,-2.459657,-2.149936,-2.277287, 
0,-1.921694,-2.465011,-2.152180,-2.277784, 
0,-1.923706,-2.456114,-2.154906,-2.273850, 
0,-1.924378,-2.460740,-2.157470,-2.278507, 
0,-1.925721,-2.471046,-2.156917,-2.276081, 
0,-1.919160,-2.461939,-2.155078,-2.276388, 
0,-1.919209,-2.458683,-2.154720,-2.272097, 
0,-1.919074,-2.457424,-2.153334,-2.272871, 
0,-1.925149,-2.469681,-2.157387,-2.275738, 
0,-1.923255,-2.459810,-2.158230,-2.273299, 
0,-1.920452,-2.460956,-2.157064,-2.270148, 
0,-1.929770,-2.469732,-2.159114,-2.276146, 
0,-1.927404,-2.456519,-2.158132,-2.270859, 
0,-1.923168,-2.466269,-2.160364,-2.276932, 
0,-1.921565,-2.468930,-2.162870,-2.276337, 
0,-1.913027,-2.465028,-2.162583,-2.274498, 
0,-1.915572,-2.474953,-2.161587,-2.272189, 
0,-1.925337,-2.465841,-2.161633,-2.275839, 
0,-1.934679,-2.465817,-2.165752,-2.280433, 
0,-1.925867,-2.475607,-2.163227,-2.269781, 
0,-1.920391,-2.476633,-2.161121,-2.275221, 
0,-1.920107,-2.460946,-2.158857,-2.272113, 
0,-1.925125,-2.460144,-2.159971,-2.273709, 
0,-1.927944,-2.473872,-2.163075,-2.273942, 
0,-1.930702,-2.468900,-2.163885,-2.268112, 
