-1.000000,-0.003289,-0.038386,-0.001810,-0.038357
-1.000000,-0.003289,-0.038386,-0.001810,-0.038357
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
0,-3.099238,-3.538286,-2.563423,-3.208509, 
0,-3.039266,-3.553907,-2.560326,-3.202258, 
0,-3.057106,-3.555848,-2.559684,-3.202030, 
0,-3.022833,-3.537497,-2.559888,-3.205970, 
0,-2.964620,-3.527282,-2.557401,-3.206925, 
0,-2.921844,-3.518792,-2.555723,-3.214132, 
0,-2.909254,-3.496374,-2.556066,-3.210629, 
0,-2.887547,-3.507422,-2.556670,-3.224470, 
0,-2.903961,-3.537410,-2.552964,-3.232848, 
0,-2.898481,-3.520532,-2.553923,-3.226962, 
0,-2.878894,-3.493248,-2.556884,-3.220610, 
0,-2.865358,-3.496962,-2.560017,-3.212756, 
0,-2.843881,-3.510566,-2.560876,-3.201054, 
0,-2.827739,-3.469687,-2.556077,-3.216785, 
0,-2.807624,-3.496628,-2.558937,-3.229333, 
0,-2.800143,-3.496713,-2.558445,-3.218739, 
0,-2.794938,-3.487698,-2.558952,-3.199390, 
0,-2.788561,-3.456087,-2.557537,-3.212770, 
0,-2.772491,-3.474172,-2.560218,-3.211905, 
0,-2.753646,-3.463125,-2.559962,-3.206497, 
0,-2.751052,-3.448310,-2.554812,-3.208087, 
0,-2.752174,-3.440588,-2.549397,-3.208487, 
0,-2.747031,-3.430394,-2.549020,-3.211799, 
0,-2.730189,-3.448447,-2.552936,-3.214395, 
0,-2.734176,-3.456787,-2.553632,-3.227626, 
0,-2.732085,-3.431851,-2.552511,-3.214913, 
0,-2.714901,-3.447473,-2.555855,-3.199878, 
0,-2.706304,-3.457867,-2.557824,-3.187277, 
0,-2.696279,-3.462272,-2.557970,-3.188867, 
0,-2.688845,-3.444838,-2.557748,-3.188110, 
0,-2.686728,-3.434172,-2.558068,-3.192781, 
0,-2.689781,-3.448120,-2.558754,-3.214223, 
0,-2.693595,-3.462331,-2.559544,-3.216755, 
0,-2.694940,-3.443152,-2.559696,-3.209280, 
0,-2.694892,-3.421580,-2.555275,-3.196876, 
0,-2.687278,-3.442417,-2.558181,-3.209492, 
0,-2.686651,-3.440444,-2.561305,-3.206994, 
0,-2.681909,-3.425894,-2.556962,-3.212940, 
0,-2.686441,-3.447917,-2.558565,-3.201537, 
0,-2.685605,-3.438482,-2.558993,-3.202896, 
0,-2.694645,-3.424543,-2.560732,-3.207728, 
0,-2.685676,-3.420566,-2.561803,-3.197867, 
0,-2.676090,-3.446310,-2.562457,-3.207271, 
0,-2.677856,-3.452558,-2.562150,-3.203413, 
0,-2.664590,-3.429749,-2.561797,-3.197246, 
0,-2.660121,-3.418213,-2.561365,-3.199915, 
0,-2.662332,-3.415719,-2.561855,-3.204328, 
0,-2.659015,-3.426923,-2.562573,-3.209642, 
0,-2.662367,-3.444085,-2.565265,-3.217385, 
0,-2.669544,-3.409306,-2.560632,-3.210592, 
0,-2.661738,-3.418520,-2.560266,-3.200439, 
0,-2.649305,-3.447650,-2.563590,-3.210599, 
0,-2.642942,-3.414842,-2.565546,-3.211323, 
0,-2.643248,-3.414747,-2.565303,-3.200497, 
0,-2.643012,-3.432658,-2.566836,-3.199890, 
0,-2.639693,-3.433055,-2.567651,-3.206266, 
0,-2.635232,-3.408399,-2.566003,-3.206933, 
0,-2.638826,-3.406508,-2.569826,-3.210227, 
0,-2.634631,-3.440525,-2.568881,-3.211923, 
0,-2.625605,-3.432704,-2.567965,-3.219860, 
0,-2.632026,-3.415730,-2.569677,-3.216398, 
0,-2.645155,-3.431556,-2.571068,-3.199443, 
0,-2.648381,-3.408139,-2.571833,-3.180625, 
0,-2.646667,-3.432560,-2.571170,-3.186285, 
0,-2.644991,-3.421661,-2.567632,-3.186227, 
0,-2.626432,-3.443070,-2.570378,-3.186698, 
0,-2.639602,-3.420213,-2.568458,-3.185129, 
0,-2.652011,-3.400824,-2.564904,-3.203556, 
0,-2.648238,-3.421910,-2.564311,-3.207452, 
0,-2.637708,-3.420112,-2.562948,-3.213026, 
0,-2.646280,-3.436613,-2.563780,-3.219641, 
0,-2.652586,-3.403123,-2.559994,-3.211099, 
0,-2.645556,-3.407655,-2.559440,-3.202270, 
0,-2.655448,-3.416130,-2.562088,-3.203979, 
0,-2.643116,-3.413063,-2.564616,-3.204446, 
0,-2.627186,-3.431561,-2.565522,-3.197161, 
0,-2.631747,-3.402722,-2.561719,-3.201707, 
0,-2.628316,-3.436652,-2.563983,-3.208931, 
0,-2.630254,-3.424644,-2.558645,-3.220827, 
0,-2.640664,-3.406657,-2.557265,-3.215798, 
0,-2.643388,-3.407966,-2.561125,-3.216223, 
0,-2.645508,-3.415053,-2.561254,-3.202277, 
0,-2.645564,-3.408768,-2.559838,-3.212930, 
0,-2.646060,-3.408924,-2.559508,-3.205154, 
0,-2.641500,-3.419400,-2.557358,-3.212940, 
0,-2.639525,-3.414587,-2.558370,-3.213558, 
0,-2.651172,-3.413833,-2.564658,-3.215045, 
0,-2.647595,-3.399345,-2.560557,-3.201539, 
0,-2.639759,-3.421684,-2.559660,-3.217911, 
0,-2.636755,-3.421215,-2.561171,-3.204447, 
0,-2.635497,-3.397213,-2.557246,-3.183067, 
0,-2.629199,-3.402720,-2.555352,-3.191592, 
0,-2.624951,-3.405139,-2.553978,-3.193867, 
0,-2.619608,-3.424009,-2.554641,-3.203590, 
0,-2.620682,-3.416589,-2.556386,-3.219520, 
0,-2.631170,-3.399352,-2.556576,-3.214810, 
6,-2.632545,-3.400268,-2.557915,-3.200061,"Test Substance Added"
0,-2.650575,-3.394868,-2.558517,-3.208611, 
7,-2.653551,-3.398009,-2.558606,-3.193501,"END OF CALIBRATION"
